id,codeCommune,libelleCommune,codeDepartement,libelleDepartement,actual,dateEffet,effet,mod,tmod,libelle,modification,etat,langue,typeProduit,rubrique,tncc,typeModification
5281769,01170,Géovreissiat,01,Ain,,2008-10-06T02:00:00.000Z,2008-10-06T00:00:00.000+00:00,,MB,Géovreissiat devient Béard-Géovreissiat.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5281658,01186,Hostias,01,Ain,,2007-08-15T02:00:00.000Z,2007-08-15T00:00:00.000+00:00,,MB,Hostias devient Hostiaz.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5281506,01077,Challes,01,Ain,,2006-07-09T02:00:00.000Z,2006-07-09T00:00:00.000+00:00,,MB,Challes devient Challes-la-Montagne.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5281011,01048,Bohas,01,Ain,,2000-01-01T01:00:00.000Z,2000-01-01T00:00:00.000+00:00,,MF,Le rattachement de Bohas à Bohas-Meyriat-Rignat (01245) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5281012,01245,Bohas-Meyriat-Rignat,01,Ain,,2000-01-01T01:00:00.000Z,2000-01-01T00:00:00.000+00:00,,MF,La fusion de Bohas-Meyriat-Rignat avec Bohas (01048) et Rignat (01324) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280994,01165,Amareins-Francheleins-Cesseins,01,Ain,,1998-12-09T01:00:00.000Z,1998-12-09T00:00:00.000+00:00,,MB,Amareins-Francheleins-Cesseins devient Francheleins.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5280968,01036,Belmont-Luthézieu,01,Ain,,1997-12-01T01:00:00.000Z,1997-12-01T00:00:00.000+00:00,,MF,La fusion de Belmont-Luthézieu avec Luthézieu (01226) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280969,01226,Luthézieu,01,Ain,,1997-12-01T01:00:00.000Z,1997-12-01T00:00:00.000+00:00,,MF,Le rattachement de Luthézieu à Belmont-Luthézieu (01036) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280964,01184,Hautecourt-Romanèche,01,Ain,,1997-08-01T02:00:00.000Z,1997-08-01T00:00:00.000+00:00,,MF,La fusion d'Hautecourt-Romanèche avec Romanèche (01327) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280965,01327,Romanèche,01,Ain,,1997-08-01T02:00:00.000Z,1997-08-01T00:00:00.000+00:00,,MF,Le rattachement de Romanèche à Hautecourt-Romanèche (01184) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280935,01079,Champagne-en-Valromey,01,Ain,,1997-01-01T01:00:00.000Z,1997-01-01T00:00:00.000+00:00,,MF,La fusion de Champagne-en-Valromey avec Lilignod (01217) et Passin (01287) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280936,01217,Lilignod,01,Ain,,1997-01-01T01:00:00.000Z,1997-01-01T00:00:00.000+00:00,,MF,Le rattachement de Lilignod à Champagne-en-Valromey (01079) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280937,01287,Passin,01,Ain,,1997-01-01T01:00:00.000Z,1997-01-01T00:00:00.000+00:00,,MF,Le rattachement de Passin à Champagne-en-Valromey (01079) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280923,01070,Cesseins,01,Ain,,1996-08-01T02:00:00.000Z,1996-08-01T00:00:00.000+00:00,,MF,Le rattachement de Cesseins à Amareins-Francheleins-Cesseins (01165) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280924,01165,Amareins-Francheleins-Cesseins,01,Ain,,1996-08-01T02:00:00.000Z,1996-08-01T00:00:00.000+00:00,,MF,La fusion d'Amareins-Francheleins-Cesseins avec Cesseins (01070) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280880,01223,Loyes,01,Ain,,1995-01-01T01:00:00.000Z,1995-01-01T00:00:00.000+00:00,,MF,Le rattachement de Loyes à Villieu-Loyes-Mollon (01450) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280881,01253,Mollon,01,Ain,,1995-01-01T01:00:00.000Z,1995-01-01T00:00:00.000+00:00,,MF,Le rattachement de Mollon à Villieu-Loyes-Mollon (01450) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280882,01450,Villieu-Loyes-Mollon,01,Ain,,1995-01-01T01:00:00.000Z,1995-01-01T00:00:00.000+00:00,,MF,La fusion de Villieu-Loyes-Mollon avec Loyes (01223) et Mollon (01253) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280870,01408,Simandre,01,Ain,,1994-06-13T02:00:00.000Z,1994-06-13T00:00:00.000+00:00,,MB,Simandre devient Simandre-sur-Suran.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5280863,01086,Charancin,01,Ain,,1994-02-01T01:00:00.000Z,1994-02-01T00:00:00.000+00:00,,MF,Le rattachement de Charancin à Sutrieu (01414) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280864,01161,Fitignieu,01,Ain,,1994-02-01T01:00:00.000Z,1994-02-01T00:00:00.000+00:00,,MF,Le rattachement de Fitignieu à Sutrieu (01414) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280865,01414,Sutrieu,01,Ain,,1994-02-01T01:00:00.000Z,1994-02-01T00:00:00.000+00:00,,MF,La fusion de Sutrieu avec Charancin (01086) et Fitignieu (01161) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280776,01088,Charnoz,01,Ain,,1991-03-21T01:00:00.000Z,1991-03-21T00:00:00.000+00:00,,MB,Charnoz devient Charnoz-sur-Ain.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5280777,01449,Villette,01,Ain,,1991-03-21T01:00:00.000Z,1991-03-21T00:00:00.000+00:00,,MB,Villette devient Villette-sur-Ain.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5280551,01091,Châtillon-en-Michaille,01,Ain,,1985-02-01T01:00:00.000Z,1985-02-01T00:00:00.000+00:00,,MF,La fusion de Châtillon-en-Michaille avec Ochiaz (01278) et Vouvray (01458) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280552,01278,Ochiaz,01,Ain,,1985-02-01T01:00:00.000Z,1985-02-01T00:00:00.000+00:00,,MF,Le rattachement d'Ochiaz à Châtillon-en-Michaille (01091) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280553,01458,Vouvray,01,Ain,,1985-02-01T01:00:00.000Z,1985-02-01T00:00:00.000+00:00,,MF,Le rattachement de Vouvray à Châtillon-en-Michaille (01091) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280422,01243,Messimy,01,Ain,,1983-01-14T01:00:00.000Z,1983-01-14T00:00:00.000+00:00,,MB,Messimy devient Messimy-sur-Saône.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5280374,01003,Amareins,01,Ain,,1983-01-01T01:00:00.000Z,1983-01-01T00:00:00.000+00:00,,MF,Le rattachement d'Amareins à Amareins-Francheleins-Cesseins (01165) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280375,01165,Amareins-Francheleins-Cesseins,01,Ain,,1983-01-01T01:00:00.000Z,1983-01-01T00:00:00.000+00:00,,MF,La fusion d'Amareins-Francheleins-Cesseins avec Amareins (01003) et Cesseins (01070) est transformé en fusion simple.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5280257,01265,Montréal,01,Ain,,1979-12-31T01:00:00.000Z,1979-12-31T00:00:00.000+00:00,,MB,Montréal devient Montréal-la-Cluse.,Tous les changements de nom de commune,,FR,communeHistorique,metadonnees,,MB
5279658,01251,Moëns,01,Ain,,1975-01-01T01:00:00.000Z,1975-01-01T00:00:00.000+00:00,,MF,Moëns est rattachée à Prévessin (01313) qui devient Prévessin-Moëns (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279659,01313,Prévessin,01,Ain,,1975-01-01T01:00:00.000Z,1975-01-01T00:00:00.000+00:00,,MF,Prévessin devient Prévessin-Moëns suite à sa fusion avec Moëns (01251).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279638,01036,Belmont,01,Ain,,1974-11-01T01:00:00.000Z,1974-11-01T00:00:00.000+00:00,,MF,Belmont devient Belmont-Luthézieu suite à sa fusion-association avec Luthézieu (01226).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279639,01226,Luthézieu,01,Ain,,1974-11-01T01:00:00.000Z,1974-11-01T00:00:00.000+00:00,,MF,Luthézieu est rattachée à Belmont (01036) (fusion association) qui devient Belmont-Luthézieu.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279396,01003,Amareins,01,Ain,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Amareins est rattachée à Francheleins (01165) (fusion association) qui devient Amareins-Francheleins-Cesseins.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279397,01048,Bohas,01,Ain,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Bohas est rattachée à Meyriat (01245) (fusion association) qui devient Bohas-Meyriat-Rignat.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279398,01070,Cesseins,01,Ain,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Cesseins est rattachée à Francheleins (01165) (fusion association) qui devient Amareins-Francheleins-Cesseins.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279399,01086,Charancin,01,Ain,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Charancin est rattachée à Sutrieu (01414) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279400,01161,Fitignieu,01,Ain,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Fitignieu est rattachée à Sutrieu (01414) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279401,01165,Francheleins,01,Ain,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Francheleins devient Amareins-Francheleins-Cesseins suite à sa fusion-association avec Amareins (01003) et Cesseins (01070).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279402,01223,Loyes,01,Ain,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Loyes est rattachée à Villieu (01450) (fusion association) qui devient Villieu-Loyes-Mollon.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279403,01245,Meyriat,01,Ain,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Meyriat devient Bohas-Meyriat-Rignat suite à sa fusion-association avec Bohas (01048) et Rignat (01324).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279404,01253,Mollon,01,Ain,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Mollon est rattachée à Villieu (01450) (fusion association) qui devient Villieu-Loyes-Mollon.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279405,01270,Napt,01,Ain,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Napt est rattachée à Sonthonnax-la-Montagne (01410) (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279406,01324,Rignat,01,Ain,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Rignat est rattachée à Meyriat (01245) (fusion association) qui devient Bohas-Meyriat-Rignat.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279407,01410,Sonthonnax-la-Montagne,01,Ain,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Sonthonnax-la-Montagne fusionne avec Napt (01270) (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279408,01414,Sutrieu,01,Ain,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Sutrieu fusionne avec Charancin (01086) et Fitignieu (01161) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279409,01450,Villieu,01,Ain,,1974-01-01T01:00:00.000Z,1974-01-01T00:00:00.000+00:00,,MF,Villieu devient Villieu-Loyes-Mollon suite à sa fusion-association avec Loyes (01223) et Mollon (01253).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279373,01091,Châtillon-de-Michaille,01,Ain,,1973-11-01T01:00:00.000Z,1973-11-01T00:00:00.000+00:00,,MF,Châtillon-de-Michaille devient Châtillon-en-Michaille suite à sa fusion-association avec Ochiaz (01278) et Vouvray (01458).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279374,01278,Ochiaz,01,Ain,,1973-11-01T01:00:00.000Z,1973-11-01T00:00:00.000+00:00,,MF,Ochiaz est rattachée à Châtillon-de-Michaille (01091) (fusion association) qui devient Châtillon-en-Michaille.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279375,01458,Vouvray,01,Ain,,1973-11-01T01:00:00.000Z,1973-11-01T00:00:00.000+00:00,,MF,Vouvray est rattachée à Châtillon-de-Michaille (01091) (fusion association) qui devient Châtillon-en-Michaille.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279100,01267,Mornay,01,Ain,,1973-03-01T01:00:00.000Z,1973-03-01T00:00:00.000+00:00,,MF,Mornay devient Nurieux-Volognat suite à sa fusion avec Volognat (01455).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5279101,01455,Volognat,01,Ain,,1973-03-01T01:00:00.000Z,1973-03-01T00:00:00.000+00:00,,MF,Volognat est rattachée à Mornay (01267) qui devient Nurieux-Volognat (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278262,01055,Bouvent,01,Ain,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Bouvent est rattachée à Oyonnax (01283) (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278263,01079,Champagne-en-Valromey,01,Ain,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Champagne-en-Valromey fusionne avec Lilignod (01217) et Passin (01287) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278264,01120,Cordieux,01,Ain,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Cordieux est rattachée à Montluel (01262) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278265,01131,Craz,01,Ain,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Craz est rattachée à Injoux (01189) qui devient Injoux-Génissiat (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278266,01178,Granges,01,Ain,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Granges est rattachée à Matafelon (01240) qui devient Matafelon-Granges (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278267,01184,Hautecourt,01,Ain,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Hautecourt devient Hautecourt-Romanèche suite à sa fusion-association avec Romanèche (01327).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278268,01189,Injoux,01,Ain,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Injoux devient Injoux-Génissiat suite à sa fusion avec Craz (01131).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278269,01217,Lilignod,01,Ain,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Lilignod est rattachée à Champagne-en-Valromey (01079) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278270,01240,Matafelon,01,Ain,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Matafelon devient Matafelon-Granges suite à sa fusion avec Granges (01178).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278271,01262,Montluel,01,Ain,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Montluel fusionne avec Cordieux (01120) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278272,01283,Oyonnax,01,Ain,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Oyonnax fusionne avec Bouvent (01055) et Veyziat (01440) (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278273,01283,Oyonnax,01,Ain,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Oyonnax fusionne avec Veyziat (01440) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278274,01287,Passin,01,Ain,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Passin est rattachée à Champagne-en-Valromey (01079) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278275,01327,Romanèche,01,Ain,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Romanèche est rattachée à Hautecourt (01184) (fusion association) qui devient Hautecourt-Romanèche.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278276,01440,Veyziat,01,Ain,,1973-01-01T01:00:00.000Z,1973-01-01T00:00:00.000+00:00,,MF,Veyziat est rattachée à Oyonnax (01283) (fusion association).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278110,01137,Cuisiat,01,Ain,,1972-12-01T01:00:00.000Z,1972-12-01T00:00:00.000+00:00,,MF,Cuisiat est rattachée à Treffort (01426) (fusion association) qui devient Treffort-Cuisiat.,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5278111,01426,Treffort,01,Ain,,1972-12-01T01:00:00.000Z,1972-12-01T00:00:00.000+00:00,,MF,Treffort devient Treffort-Cuisiat suite à sa fusion-association avec Cuisiat (01137).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5277511,01018,Arlod,01,Ain,,1971-01-01T01:00:00.000Z,1971-01-01T00:00:00.000+00:00,,MF,Arlod est rattachée à Bellegarde-sur-Valserine (01033) (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5277512,01033,Bellegarde-sur-Valserine,01,Ain,,1971-01-01T01:00:00.000Z,1971-01-01T00:00:00.000+00:00,,MF,Bellegarde-sur-Valserine fusionne avec Arlod (01018) (fusion simple).,Toutes les suppressions / fusions,,FR,communeHistorique,metadonnees,,MF
5276263,01132,Crépieux-la-Pape,01,Ain,,1967-12-31T01:00:00.000Z,1967-12-31T00:00:00.000+00:00,,ME,Crépieux-la-Pape est rattaché au département du Rhône (69274).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5276264,01168,Genay,01,Ain,,1967-12-31T01:00:00.000Z,1967-12-31T00:00:00.000+00:00,,ME,Genay est rattaché au département du Rhône (69278).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5276265,01256,Montanay,01,Ain,,1967-12-31T01:00:00.000Z,1967-12-31T00:00:00.000+00:00,,ME,Montanay est rattaché au département du Rhône (69284).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5276266,01326,Rillieux,01,Ain,,1967-12-31T01:00:00.000Z,1967-12-31T00:00:00.000+00:00,,ME,Rillieux est rattaché au département du Rhône (69286).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
5276267,01394,Sathonay-Camp,01,Ain,,1967-12-31T01:00:00.000Z,1967-12-31T00:00:00.000+00:00,,ME,Sathonay-Camp est rattaché au département du Rhône (69292).,"Tous les changements de région, département / d'arrondissement",,FR,communeHistorique,metadonnees,,ME
